Video Playback Rate Perception for Self-supervised Spatio-Temporal Representation Learning
Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset
ActivityNet: A Large-Scale Video Benchmark for Human Activity Understanding
{THUMOS} Challenge: Action Recognition with a Large Number of Classes
